Date,Tair,Windsp m/s,Wind dir,precip,VPD,RH,Atm P,SWC_2cm,SoilT_2cm,SoilT_5cm,SoilT_10cm,SWD,SWU,LWD,LWU,NETRAD,U*,CO2,del_13C,del_18O,LE [W m-2],H [w m-2],Fc [µmol m-2 s-1],ustar eddy [m s-1],Rn eddy [W m-2],Tair eddy [¡C],Rho air eddy,Humidity eddy,vhor eddy [m s-1],SWDR [W m-2],SWUR [W m-2],soil resp [µmol m-2 s-1],leaf resp  [µmol m-2 s-1],ecosystem resp [µmol m-2 s-1],Rleaf/GPP
01.01.2006 00:00,3.5,1.8,226,0,0.15,80.3,77.98,0.12,1.7,0.8,1.7,0,0,296,317,-21,0.05,382.32,-8.25,41.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 00:30,3.9,1.4,210,0,0.2,74.4,77.93,0.12,1.8,0.8,1.8,0,0,287,310,-23,0,382.29,-8.21,42.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 01:00,4.9,3.1,230,0,0.32,62.8,77.89,0.12,1.5,0.7,1.5,0,0,277,314,-37,0.16,381.95,-8.24,42.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 01:30,4.7,3.7,240,0,0.34,60.2,77.87,0.12,1.5,0.7,1.5,0,0,244,313,-69,0.18,381.69,-8.19,42.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 02:00,5.4,6.8,240,0,0.41,54.1,77.85,0.12,1.1,0.6,1.1,0,0,255,321,-65,0.51,381.82,-8.23,42.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 02:30,5.2,4.7,252,0,0.4,54.2,77.82,0.12,1.1,0.6,1.1,0,0,276,320,-44,0.36,381.64,-8.2,42.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 03:00,4.6,1.7,281,0,0.38,54.2,77.76,0.12,1.2,0.6,1.2,0,0,291,318,-27,0.06,381.84,-8.15,42.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 03:30,2.5,4.4,269,0,0.2,71.9,77.75,0.12,1.2,0.6,1.2,0,0,301,318,-17,0.55,382.09,-8.22,42.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 04:00,2.6,5.6,239,0,0.28,61.7,77.73,0.12,1.2,0.6,1.2,0,0,238,304,-66,0.32,382.27,-8.33,41.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 04:30,2.6,5.2,256,0,0.26,63.7,77.75,0.12,1.2,0.5,1.2,0,0,264,309,-45,0.7,382.45,-8.25,42.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 05:00,1.6,4.8,248,0,0.2,70.3,77.74,0.12,1.1,0.4,1.1,0,0,302,313,-10,0.36,382.78,-8.52,41.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 05:30,1.9,5.1,263,0,0.36,48.5,77.76,0.12,0.9,0.3,0.9,0,0,216,303,-87,0.63,382.81,-8.43,41.78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 06:00,1.5,9.3,280,0,0.34,50,77.74,0.12,0.7,0.3,0.7,0,0,223,304,-81,1.59,382.82,-8.34,41.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 06:30,0.7,7.3,274,0,0.27,56.8,77.78,0.12,0.4,0.3,0.4,0,0,214,300,-86,1.03,382.95,-8.28,41.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 07:00,0.6,8.5,271,0,0.27,56.1,77.71,0.12,0.2,0.2,0.2,0,0,208,300,-91,1.75,382.87,-8.4,41.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 07:30,0.7,8.2,289,0,0.27,57.2,77.71,0.12,0,0.1,0,9,2,208,299,-84,1.74,382.97,-8.6,41.36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 08:00,1.4,10.1,288,0,0.29,56.8,77.7,0.12,-0.1,-0.1,-0.1,39,21,209,304,-77,1.52,383.16,-8.55,41.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 08:30,2.3,7.8,304,0,0.34,52.6,77.79,0.12,-0.2,-0.2,-0.2,177,97,216,316,-19,1.52,383.31,-8.5,41.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 09:00,2.9,9.5,296,0,0.37,49.9,77.83,0.12,0,-0.2,0,272,102,215,325,60,2.15,383.53,-8.44,41.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 09:30,3.5,10.6,288,0,0.41,47.5,77.81,0.12,0.1,-0.1,0.1,362,105,214,335,135,1.73,383.19,-8.6,41.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 10:00,3.9,9.9,286,0,0.43,45.7,77.83,0.12,0.8,-0.1,0.8,440,119,215,347,190,2.45,383.16,-8.5,41.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 10:30,5.4,4.1,96,0,0.53,40.8,77.99,0.12,1.4,-0.1,1.4,213,52,243,342,62,0.27,383.07,-8.42,41.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 11:00,6.7,3.8,224,0,0.61,37,78.01,0.12,3.9,0.3,3.9,491,128,281,375,269,0.16,382.93,-8.42,41.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 11:30,6.8,3.9,239,0,0.62,37,78.01,0.12,3.9,0.3,3.9,446,116,248,371,206,0.2,382.95,-8.36,41.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 12:00,7,4.7,299,0,0.65,34.2,77.99,0.12,5.6,1.4,5.6,603,159,241,397,288,0.68,382.89,-8.39,41.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 12:30,7,5.4,309,0,0.69,31.1,77.97,0.12,5.6,1.4,5.6,602,160,236,403,275,0.74,382.68,-8.26,41.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 13:00,7.1,7,303,0,0.71,29.3,77.94,0.12,5.9,1.9,5.9,587,158,230,399,259,1.05,382.96,-8.22,41.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 13:30,7.3,9.8,290,0,0.72,29.4,77.91,0.12,6.2,2.4,6.2,559,152,221,389,238,2.28,383.27,-8.42,41.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 14:00,7.1,8.7,288,0,0.72,27.7,77.91,0.12,6.4,3,6.4,510,142,222,387,203,2.41,383.24,-8.37,41.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 14:30,7.1,8.8,292,0,0.75,25.5,77.9,0.12,6,3.1,6,449,128,216,379,158,2.03,383.16,-8.31,41.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 15:00,6.9,10.7,291,0,0.75,24.1,77.94,0.12,5.6,3.2,5.6,370,110,212,369,102,1.47,382.9,-8.34,41.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 15:30,6.7,9.9,294,0,0.74,23.4,78,0.12,4.8,3,4.8,283,89,207,360,41,2.16,382.63,-8.39,41.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 16:00,5.7,10,290,0,0.67,26.1,78.04,0.12,4.1,2.8,4.1,186,73,202,348,-33,2.21,382.99,-8.28,42.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 16:30,4.7,10.2,292,0,0.62,27,78.09,0.12,3.3,2.6,3.3,89,60,198,335,-108,2.41,383.79,-8.51,41.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 17:00,4,8.2,299,0,0.59,27.1,78.13,0.12,2.6,2.3,2.6,11,5,191,317,-120,1.84,383.91,-8.45,41.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 17:30,3.8,8.7,288,0,0.58,26.5,78.15,0.12,2.6,2.3,2.6,0,0,192,314,-121,2.09,383.25,-8.36,41.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 18:00,4.1,3.8,2,0,0.63,22.6,78.27,0.12,1.7,1.8,1.7,0,0,196,308,-111,0.39,383.35,-8.57,41.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 18:30,3.9,2.4,61,0,0.62,23.2,78.36,0.12,1.7,1.8,1.7,0,0,200,297,-96,0.03,383.62,-8.48,41.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 19:00,3.4,3.6,70,0,0.59,23.7,78.42,0.12,1.4,1.6,1.4,0,0,209,303,-94,0.29,383.26,-8.23,41.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 19:30,3.1,8.4,325,0,0.57,23.9,78.47,0.12,1.1,1.3,1.1,0,0,208,313,-105,0.37,383.1,-8.78,41.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 20:00,2.7,3.6,115,0,0.56,24.3,78.54,0.12,0.8,1.2,0.8,0,0,202,302,-100,0.15,382.8,-8.25,41.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 20:30,0.5,1.8,139,0,0.42,33.6,78.59,0.12,0.4,1,0.4,0,0,198,283,-84,0.03,383.35,-8.39,41.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 21:00,-0.4,1.3,166,0,0.36,37.7,78.6,0.12,0.1,0.9,0.1,0,0,196,272,-76,0.02,383.88,-8.41,41.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 21:30,-1.3,1.1,180,0,0.32,41.2,78.63,0.12,-0.2,0.7,-0.2,0,0,198,272,-74,-0.01,384.19,-8.34,41.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 22:00,-1.9,1.3,102,0,0.3,42.1,78.67,0.12,-0.5,0.5,-0.5,0,0,200,275,-74,0.01,383.92,-8.45,41.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 22:30,-1.9,1.3,122,0,0.3,43.4,78.71,0.12,-0.8,0.3,-0.8,0,0,199,272,-74,0,384.42,-8.6,41.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 23:00,-2.4,1.5,116,0,0.27,46,78.75,0.12,-1.1,0.1,-1.1,0,0,212,279,-67,0.06,384.54,-8.49,41.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
01.01.2006 23:30,-2.7,1.4,289,0,0.26,47.4,78.78,0.12,-1.3,-0.1,-1.3,0,0,200,273,-72,0.01,384.4,-8.35,41.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 00:00,-3,2,299,0,0.24,49.2,78.82,0.12,-1.6,-0.2,-1.6,0,0,200,271,-71,0.09,385.04,-8.52,41.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 00:30,-3.4,1.7,340,0,0.23,51.1,78.83,0.12,-1.8,-0.4,-1.8,0,0,202,272,-69,0,386.14,-8.58,41.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 01:00,-4.1,1.9,344,0,0.2,54,78.85,0.12,-2,-0.6,-2,0,0,203,270,-66,0.01,386.54,-8.55,41.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 01:30,-3.5,3.1,344,0,0.22,52.8,78.84,0.12,-2.1,-0.8,-2.1,0,0,201,268,-67,0.01,388.65,-8.74,41.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 02:00,-2.8,4,346,0,0.24,50.8,78.82,0.12,-2.3,-0.9,-2.3,0,0,203,270,-67,0,386.47,-8.5,41.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 02:30,-2.8,3.7,359,0,0.24,51.2,78.8,0.12,-2.4,-1,-2.4,0,0,208,277,-68,0.03,386.54,-8.58,41.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 03:00,-3.4,2.2,308,0,0.22,52.8,78.85,0.12,-2.5,-1.2,-2.5,0,0,206,268,-61,0,388.12,-8.69,41.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 03:30,-3.7,2.6,324,0,0.21,53.5,78.86,0.12,-2.5,-1.3,-2.5,0,0,205,270,-65,0,393.65,-9.22,41.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 04:00,-3.1,2.1,318,0,0.24,50.3,78.84,0.12,-2.6,-1.4,-2.6,0,0,208,271,-63,0.01,390.79,-9,41.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 04:30,-2.4,3.4,327,0,0.26,47.5,78.86,0.12,-2.7,-1.6,-2.7,0,0,208,270,-63,0,387.34,-8.8,41.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 05:00,-0.8,2.3,338,0,0.33,42.1,78.88,0.12,-2.8,-1.6,-2.8,0,0,221,269,-48,0.03,385.66,-8.59,41.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 05:30,-0.2,2.8,38,0,0.35,41.4,78.87,0.12,-2.8,-1.7,-2.8,0,0,262,282,-20,0.05,384.51,-8.5,41.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 06:00,-0.5,3.5,12,0,0.33,43.7,78.91,0.12,-2.4,-1.7,-2.4,0,0,248,288,-39,0.07,384.78,-8.45,41.77,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 06:30,-0.8,0.8,106,0,0.32,43.5,78.91,0.12,-2,-1.7,-2,0,0,220,275,-55,0,384.72,-8.39,41.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 07:00,-0.6,1.7,18,0,0.33,42,78.92,0.12,-1.8,-1.6,-1.8,0,0,260,282,-21,0.03,385.57,-8.51,41.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 07:30,0.2,0.9,290,0,0.37,38.9,78.93,0.12,-1.6,-1.6,-1.6,11,4,231,276,-38,0,385.74,-8.58,41.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 08:00,1.8,1.4,76,0,0.45,35.1,78.94,0.12,-1.7,-1.6,-1.7,81,48,226,287,-28,0.01,385.52,-8.45,41.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 08:30,3.6,1,155,0,0.54,31.3,78.99,0.12,-1.7,-1.6,-1.7,123,43,232,300,12,0.04,384.81,-8.48,41.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 09:00,5.6,1.6,82,0,0.65,27.9,79.04,0.12,-1.2,-1.5,-1.2,198,62,239,318,56,0.13,384.21,-8.45,41.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 09:30,6.4,1.1,92,0,0.7,26.4,79.09,0.12,-0.6,-1.5,-0.6,273,74,239,327,111,0.06,383.69,-8.39,41.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 10:00,8.1,0.9,27,0,0.82,23.7,79.1,0.12,0.6,-1.2,0.6,438,117,254,359,216,0.04,383.28,-8.45,41.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 10:30,7.5,1.6,60,0,0.77,24.7,79.09,0.12,1.7,-1,1.7,473,124,268,380,237,0.06,382.45,-8.34,41.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 11:00,9,1.7,73,0,0.88,23.2,79.07,0.12,3.9,-0.1,3.9,561,147,254,392,276,0.17,382.18,-8.48,41.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 11:30,9.3,2,82,0,0.89,23.4,79.04,0.12,4.9,0.5,4.9,537,142,246,395,247,0.12,382.23,-8.37,41.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 12:00,10.2,2.2,60,0,0.96,22.5,79,0.12,5.9,1,5.9,588,154,257,410,281,0.15,382.25,-8.37,41.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 12:30,10,1.9,68,0,0.93,23.6,78.95,0.12,6.6,1.7,6.6,553,144,259,416,253,0.33,382.24,-8.33,41.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 13:00,10.8,1.7,90,0,0.99,23,78.92,0.12,7.3,2.4,7.3,507,132,258,411,222,0.11,382.01,-8.3,41.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 13:30,11,1.7,41,0,1,23.5,78.9,0.12,7.6,2.8,7.6,519,138,259,418,223,0.12,381.75,-8.32,41.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 14:00,10.6,1.5,90,0,0.96,24.6,78.87,0.12,7.8,3.2,7.8,498,137,256,420,197,0.16,381.65,-8.27,41.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 14:30,10.7,1.2,122,0,0.97,24.4,78.86,0.12,7.4,3.4,7.4,395,111,252,408,128,0.07,381.55,-8.31,42.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 15:00,10.5,1.8,170,0,0.96,24.5,78.87,0.12,6.9,3.6,6.9,344,99,256,403,98,0.05,381.58,-8.31,41.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 15:30,11.2,3,183,0,1.01,23.9,78.87,0.12,6.2,3.5,6.2,271,82,254,389,54,0.04,381.53,-8.3,42.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 16:00,9.7,2.6,213,0,0.88,26.1,78.87,0.12,5.4,3.4,5.4,183,69,248,377,-15,0.11,381.5,-8.35,41.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 16:30,7.5,2.5,219,0,0.73,29.1,78.87,0.12,4.5,3.2,4.5,31,11,235,338,-84,0.03,381.71,-8.26,42.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 17:00,5.3,1.5,251,0,0.59,32.8,78.87,0.12,3.6,2.9,3.6,11,3,236,320,-75,0,382.42,-8.33,42.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 17:30,4,1.1,1,0,0.51,36.2,78.88,0.12,2.8,2.5,2.8,0,0,231,305,-73,0.01,384.97,-8.48,42.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 18:00,2.6,1.3,315,0,0.44,39.4,78.91,0.12,2,2.2,2,0,0,232,295,-63,0,386.22,-8.59,42.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 18:30,1.8,1.8,263,0,0.4,42.3,78.91,0.12,1.5,1.9,1.5,0,0,236,293,-57,0,385.71,-8.64,42.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 19:00,2.6,3.2,261,0,0.44,39.9,78.92,0.12,1.1,1.6,1.1,0,0,230,293,-63,0,384.61,-8.41,42.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 19:30,3.2,1.9,285,0,0.46,39.3,78.92,0.12,0.8,1.4,0.8,0,0,232,289,-57,0.02,384.51,-8.42,42.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 20:00,5.5,1.8,263,0,0.58,35.2,78.92,0.12,0.6,1.2,0.6,0,0,232,287,-55,0,383.9,-8.4,42.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 20:30,7,2.8,237,0,0.69,31,78.9,0.12,1,1.1,1,0,0,261,290,-29,0,382.82,-8.33,42.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 21:00,7.4,3.2,233,0,0.74,28.1,78.87,0.12,1.3,1,1.3,0,0,262,299,-37,0,382.62,-8.37,42.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 21:30,7.4,3.9,228,0,0.75,27.1,78.87,0.12,1.3,1,1.3,0,0,240,293,-53,0,382.43,-8.27,42.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 22:00,6.8,3.4,232,0,0.71,27.9,78.86,0.12,1.2,1,1.2,0,0,234,290,-56,0,382.44,-8.34,42.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 22:30,6.8,4,224,0,0.7,28.1,78.85,0.12,1.2,1,1.2,0,0,236,286,-49,0,382.63,-8.32,41.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 23:00,6.6,4.3,224,0,0.69,28.5,78.85,0.12,1.1,0.9,1.1,0,0,238,303,-65,0.04,382.73,-8.29,42.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
02.01.2006 23:30,6.2,5.4,220,0,0.67,29.3,78.82,0.12,1,0.8,1,0,0,243,314,-70,0.16,382.91,-8.26,41.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
03.01.2006 00:00,5.4,5,205,0,0.61,31.8,78.78,0.12,0.9,0.8,0.9,0,0,235,310,-74,0.12,383.09,-8.28,42.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
03.01.2006 00:30,5.1,3.7,222,0,0.58,33.6,78.77,0.12,0.8,0.8,0.8,0,0,248,306,-58,0.07,383.2,-8.37,42.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,#N/A
