doy	hr	Tair	SWD	PAR	lai	Ea	Windsp m/s	precip	co2	Atm P	SoilT_2cm	SWC_2cm	flag	delta-13c	 delta-18o
130	8.5	12.25	620	1218.5	1.65	0.6419	1.55	0	384.55	790.9	11.25	0.09	0	-8.68	41.12
130	9.5	14.75	807.5	1551	1.65	0.5783	1.75	0	385.16868	790.85	16.3	0.09	0	-8.6	41.11
130	10.5	16.95	942.5	1795.5	1.65	0.5005	2	0	384.51304	790.6	19.55	0.09	0	-8.56	41.09
130	11.5	18.4	1038.5	1935	1.65	0.4338	2.55	0	383.85673	790.1	23.8	0.095	0	-8.53	41.08
130	12.5	20.5	1068	1960.5	1.65	0.2952	3.5	0	383.38856	789.45	26.9	0.1	0	-8.5	41.06
130	13.5	21.9	1032	1868.5	1.65	0.2284	3	0	383.08284	789.1	29.05	0.1	0	-8.5	41.03
130	14.5	22.3	937	1672.5	1.65	0.2025	2.8	0	382.81914	788.75	30.05	0.1	0	-8.48	41.02
130	15.5	22.25	784.5	1369	1.65	0.2345	5.2	0	382.77947	788.3	30.05	0.1	0	-8.49	41.02
130	16.5	22	575	987	1.65	0.2392	3.5	0	382.98666	788.25	28.85	0.1	0	-8.5	41.02
130	17.5	20.35	350	558	1.65	0.2391	3.4	0	385.24	788.6	26.7	0.1	0	-8.52	41.04
130	18.5	16.5	125.5	138.5	1.65	0.2374	4.7	0	385.31	789.1	23.75	0.1	0	-8.56	41.06
130	19.5	14.4	4.5	3	1.66	0.2199	3.8	0	386.495	790.05	20.7	0.1	0	-8.65	41.06
130	20.5	13.25	0	0	1.66	0.217	3.8	0	387.235	790.95	18.3	0.1	0	-8.68	41.01
130	21.5	12.5	0	0	1.66	0.2194	3.8	0	388.08	791.65	16.55	0.1	0	-8.7	40.96
130	22.5	11.25	0	0	1.66	0.2114	2.5	0	388.915	792.25	15.35	0.1	0	-8.71	40.94
130	23.5	7.7	0	0	1.66	0.2425	1.55	0	388.52	793.05	14.15	0.1	0	-8.73	40.93
131	0.5	8	0	0	1.66	0.4643	5.05	0	388.32456	793.65	12.9	0.1	0	-8.75	40.92
131	1.5	6.9	0	0	1.66	0.5419	4.4	0	388.5184	793.85	12.2	0.1	0	-8.76	40.9
131	2.5	6.15	0	0	1.66	0.5568	4.05	0	388.81898	793.9	11.55	0.1	0	-8.77	40.91
131	3.5	5.45	0	0	1.66	0.5573	5.45	0	389.16076	794.1	10.95	0.1	0	-8.79	40.9
131	4.5	4.7	0	0	1.66	0.5115	5.15	0	389.42261	794.45	10.35	0.1	0	-8.8	40.86
131	5.5	4.6	13	57.5	1.66	0.4807	3.85	0	389.61657	795	9.65	0.095	0	-8.81	40.88
131	6.5	6.95	163.5	389.5	1.66	0.452	3.9	0	389.42867	795.4	9.45	0.09	0	-8.8	40.94
131	7.5	8.85	410	737	1.66	0.4392	5.3	0	388.26653	795.5	11.6	0.09	0	-8.75	41.01
131	8.5	11.45	613.5	1188.5	1.66	0.468	5.05	0	386.66193	795.35	13.3	0.09	0	-8.67	41.04
131	9.5	13.8	800	1551.5	1.66	0.4825	5.25	0	385.14264	795.2	16.8	0.09	0	-8.59	41.05
131	10.5	15.45	950	1773.5	1.67	0.4796	5.2	0	384.48692	794.65	21.05	0.09	0	-8.56	41.04
131	11.5	17.25	1003	1529	1.67	0.4664	5.35	0	383.83054	793.85	24.55	0.1	0	-8.52	41.03
131	12.5	16.35	600	1025.5	1.67	0.4325	4.15	0	384.97	793.05	26.15	0.1	0	-8.49	41
131	13.5	17.3	391	1208.5	1.67	0.4248	4	0	384.44	792.1	24.05	0.1	0	-8.49	40.99
131	14.5	19.3	438	1265.5	1.67	0.3807	4.1	0	384.61	791.35	22.4	0.1	0	-8.47	40.97
131	15.5	21.5	774.5	1442	1.67	0.3355	3.65	0	384.545	790.25	26.1	0.1	0	-8.48	40.97
131	16.5	22.05	596	1009.5	1.67	0.307	4.3	0	384.69	789.45	26.4	0.1	0	-8.49	40.98
131	17.5	20.2	291.5	310	1.67	0.26	2.9	0	384.595	789.15	24.85	0.1	0	-8.51	40.99
131	18.5	18.9	114	168	1.67	0.223	3.15	0	384.645	788.9	22.5	0.1	0	-8.56	41.03
131	19.5	15.55	4.5	3	1.67	0.207	3	0	385.875	789.1	19.85	0.1	0	-8.64	41.03
131	20.5	13.75	0	0	1.67	0.2022	2.45	0	387.98	789.6	17.85	0.1	0	-8.68	41
131	21.5	12.35	0	0	1.67	0.2052	3	0	389.225	790.1	16.7	0.1	0	-8.7	40.96
131	22.5	12.05	0	0	1.67	0.1972	2.8	0	389.98	790.25	15.3	0.1	0	-8.7	40.93
131	23.5	11.25	0	0	1.67	0.185	2.65	0	389.935	789.85	14.55	0.1	0	-8.72	40.91
132	0.5	12.45	0	0	1.68	0.1997	2.45	0	390.205	789.4	13.7	0.1	0	-8.74	40.9
132	1.5	11.95	0	0	1.68	0.1933	2.5	0	390.32	789.1	12.8	0.1	0	-8.75	40.89
132	2.5	11.8	0	0	1.68	0.1993	2.9	0	389.95	788.75	12.2	0.1	0	-8.76	40.89
132	3.5	12.2	0	0	1.68	0.2012	1.05	0	390.485	788.85	11.7	0.1	0	-8.78	40.9
132	4.5	9.8	0	0	1.68	0.2158	1.85	0	389.23	789.1	11.25	0.1	0	-8.79	40.88
132	5.5	8.35	13.5	64	1.68	0.2305	1.2	0	390.095	789.35	11.1	0.09	0	-8.8	40.89
132	6.5	12.15	179.5	395.5	1.68	0.2106	1.25	0	389.025	789.9	10.1	0.09	0	-8.79	40.96
132	7.5	15.4	410	816	1.68	0.2239	1.15	0	387.72	790.4	10.8	0.09	0	-8.74	41.03
132	8.5	16.5	629	1216	1.68	0.2469	2.25	0	388.405	790.6	14.95	0.09	0	-8.66	41.06
132	9.5	19.05	818	1546.5	1.68	0.2632	3.45	0	388.25	790.5	19.4	0.09	0	-8.58	41.09
132	10.5	21.5	958.5	1787.5	1.68	0.2608	2.75	0	387.05	790.05	23.6	0.09	0	-8.55	41.08
132	11.5	24	1045.5	1922.5	1.68	0.2826	2.15	0	385.795	789.55	29.1	0.1	0	-8.51	41.07
132	12.5	25.2	1073.5	1951.5	1.68	0.2839	1.85	0	384.76	789	33.15	0.1	0	-8.48	41.05
132	13.5	26.15	1034	1863	1.68	0.2887	2.75	0	384.27	788.2	35.35	0.1	0	-8.48	41.03
132	14.5	27.2	933	1665	1.69	0.2885	2.65	0	384.4	787.55	37	0.1	0	-8.47	41.04
132	15.5	27.25	781	1369.5	1.69	0.2644	2.15	0	384.39	786.95	35.4	0.1	0	-8.47	41.03
132	16.5	27.65	582.5	992.5	1.69	0.2299	2.35	0	384.12	786.45	34	0.1	0	-8.48	41.05
132	17.5	26.25	359	573	1.69	0.2399	4.4	0	384.68	786.4	25.45	0.1	0	-8.5	41.05
132	18.5	22.65	132	143.5	1.69	0.2276	4.9	0	384.555	786.5	26.35	0.1	0	-8.55	41.07
132	19.5	18.7	6.5	4.5	1.69	0.2298	3.15	0	386.03	787.05	23.5	0.1	0	-8.63	41.07
132	20.5	15.85	0	0	1.69	0.2445	3.7	0	389.695	787.45	20.9	0.1	0	-8.67	41.03
132	21.5	16.3	0	0	1.69	0.2366	3	0	392.995	787.75	19.1	0.1	0	-8.69	41.01
132	22.5	17.05	0	0	1.69	0.2318	3.8	0	389.505	787.8	17.95	0.1	0	-8.69	40.99
132	23.5	17.15	0	0	1.69	0.2291	2.75	0	388.675	787.9	17.2	0.1	0	-8.71	41
133	0.5	16.7	0	0	1.69	0.2243	1	0	388.74	788.05	16.6	0.1	0	-8.73	40.99
133	1.5	14.85	0	0	1.69	0.2168	1.4	0	389.145	787.95	16.15	0.1	0	-8.74	40.98
133	2.5	12.75	0	0	1.69	0.2147	2.1	0	389.63	787.8	14.95	0.1	0	-8.75	40.98
133	3.5	10.95	0	0	1.69	0.2238	1.75	0	388.94	787.95	14.2	0.1	0	-8.77	40.98
133	4.5	10.1	0	0	1.69	0.2431	0.55	0	388.59	788.35	13.2	0.1	0	-8.78	40.95
133	5.5	8.9	14	64	1.7	0.2464	3.9	0	390.115	788.85	11.85	0.1	0	-8.79	40.96
133	6.5	14.05	189.5	414	1.7	0.2742	2.85	0	388.97	789.3	11.5	0.1	0	-8.78	41.02
133	7.5	17.15	389.5	793	1.7	0.2942	3.95	0	388.79	789.5	12.5	0.095	0	-8.74	41.1
133	8.5	20.15	634	1226.5	1.7	0.3056	4.65	0	388.585	789.6	16.95	0.09	0	-8.66	41.13
133	9.5	24	801.5	1454	1.7	0.3188	5.05	0	386.335	789.65	21.65	0.1	0	-8.58	41.13
133	10.5	25.25	1003.5	1456.5	1.7	0.3183	5.5	0	385.045	789.65	23.9	0.1	0	-8.54	41.12
133	11.5	23.05	337	590	1.7	0.3173	4.9	0	384.605	789.4	27.3	0.1	0	-8.5	41.12
133	12.5	23.6	293.5	597.5	1.7	0.317	3.5	0	384.015	789	24.9	0.1	0	-8.47	41.1
133	13.5	24.45	300.5	683.5	1.7	0.3191	2.9	0	383.985	788.9	23.2	0.1	0	-8.47	41.08
133	14.5	25.25	341.5	942.5	1.7	0.3186	3.2	0	384.05	788.8	21.5	0.1	0	-8.46	41.07
133	15.5	26.15	583.5	731.5	1.7	0.3263	1.85	0	384.115	788.15	26.1	0.1	0	-8.46	41.06
133	16.5	24.8	204.5	396.5	1.7	0.3333	3.15	0	384.195	788	25.45	0.1	0	-8.47	41.07
133	17.5	23.8	132	204	1.7	0.3225	1.2	0	384.17	787.85	23.95	0.1	0	-8.49	41.07
133	18.5	22.3	46.5	70	1.7	0.3203	1.65	0	385.105	787.9	22.55	0.1	0	-8.54	41.09
133	19.5	19.4	5.5	2.5	1.71	0.3154	1.15	0	387.285	788.5	21.05	0.1	0	-8.62	41.09
133	20.5	18.2	0	0	1.71	0.3223	1.9	0	388.4	789	19.65	0.1	0	-8.66	41.06
133	21.5	18.7	0	0	1.71	0.3145	2.4	0	390.935	789.4	18.65	0.1	0	-8.68	41.02
133	22.5	19.65	0	0	1.71	0.34	3.9	0	389.235	789.8	18.1	0.1	0	-8.69	41
133	23.5	19.05	0	0	1.71	0.4161	4.25	0	386.17	790.2	17.85	0.1	0	-8.7	41
134	0.5	18.2	0	0	1.71	0.4532	3.95	0	386.17	790.45	17.55	0.1	0	-8.72	40.99
134	1.5	17.45	0	0	1.71	0.4965	4.25	0	385.455	790.6	17.25	0.1	0	-8.73	40.99
134	2.5	15.9	0	0	1.71	0.5027	3.55	0	386.19	790.65	16.9	0.1	0	-8.74	41
134	3.5	14.15	0	0	1.71	0.4937	1.7	0	388.785	791.05	16.15	0.1	0	-8.76	41
134	4.5	13.2	0	0	1.71	0.473	3.2	0	389.94	791.15	15.4	0.1	0	-8.77	40.97
134	5.5	13.6	11.5	63.5	1.71	0.4898	1.85	0	391.585	791.65	14.5	0.1	0	-8.78	40.98
134	6.5	17.45	171.5	380.5	1.71	0.5451	3.15	0	386.57	792.15	14.3	0.1	0	-8.77	41.04
134	7.5	19.15	270	721	1.71	0.595	5.4	0	385.16	792.4	15.2	0.1	0	-8.73	41.11
134	8.5	21.3	652	1040.5	1.71	0.6407	4.85	0	384.305	792.65	18.45	0.1	0	-8.65	41.13
134	9.5	22.6	804.5	1382	1.71	0.6719	3.1	0	384.755	792.85	21.9	0.1	0	-8.57	41.13
134	10.5	23.6	977.5	1460	1.72	0.7042	4.5	0	384.79	792.6	23.7	0.1	0	-8.53	41.12
134	11.5	22.9	521.5	802	1.72	0.6857	5.65	0	384.83	792	26.6	0.1	0	-8.49	41.1
134	12.5	18.05	31	68	1.72	0.7917	4.2	0	385.55	791.8	24.7	0.1	0	-8.47	41.1
134	13.5	15	34.5	95	1.72	0.9241	4.55	0.3	386.215	792.05	21.75	0.1	0	-8.46	41.06
134	14.5	18.95	416.5	1350	1.72	1.0088	6.8	0	385.765	791.85	20.3	0.1	0	-8.45	41.06
134	15.5	20.8	664.5	1026.5	1.72	0.8284	4.7	0	384.835	790.95	21.35	0.1	0	-8.46	41.05
134	16.5	19.75	386	513.5	1.72	0.8119	5.5	0	384.23	791.25	22.7	0.1	0	-8.46	41.05
134	17.5	17.3	196	293	1.72	0.8754	5.05	0	384.42	791.7	21.3	0.1	0	-8.48	41.06
134	18.5	16.1	43	65	1.72	0.8832	2.15	0	384.76	792.5	19.95	0.1	0	-8.53	41.06
134	19.5	14.5	7	3.5	1.72	0.931	5.4	0	384.815	792.5	18.9	0.1	0	-8.61	41.07
134	20.5	12.7	0	0	1.72	0.9436	4.7	0	384.835	793.25	17.7	0.1	0	-8.65	41.04
134	21.5	12.35	0	0	1.72	0.9201	3.95	0	385.395	794.3	16.6	0.1	0	-8.67	41.01
134	22.5	12.55	0	0	1.72	0.894	1.95	0	386.035	795.05	15.95	0.1	0	-8.68	41
134	23.5	12.35	0	0	1.72	0.8602	1.95	0	386.71	795.65	15.8	0.1	0	-8.69	40.99
135	0.5	11.25	0	0	1.73	0.83	6.1	0	384.39	795.85	15.6	0.1	0	-8.71	40.98
135	1.5	11.05	0	0	1.73	0.8124	5.15	0	384.485	795.6	15.25	0.1	0	-8.72	40.99
135	2.5	10.8	0	0	1.73	0.7958	5.6	0	384.6	795.4	14.95	0.1	0	-8.73	40.99
135	3.5	9.65	0	0	1.73	0.8766	5.8	1	384.68	795.9	14.7	0.1	0	-8.75	40.99
135	4.5	7.6	0	0	1.73	0.9654	3.05	0.3	385.065	796.2	14.2	0.1	0	-8.76	40.96
135	5.5	7.6	5	26	1.73	0.9904	1.9	0	387.83	796.35	13.8	0.1	0	-8.78	40.99
135	6.5	8.65	53.5	98	1.73	1.0476	1.55	0	390.64	796.45	13.5	0.1	0	-8.77	41.07
135	7.5	9.35	55	169	1.73	1.0764	1.8	0	391.485	796.9	13.8	0.1	0	-8.72	41.13
135	8.5	9.15	92	149.5	1.73	1.0807	1.7	0	388.71	797.1	14.2	0.1	0	-8.64	41.18
135	9.5	9.55	98	301.5	1.73	1.0674	2.5	0	385.00713	797.25	14.4	0.1	0	-8.56	41.17
135	10.5	12	322	867	1.73	1.0752	1.4	0	384.35085	797.05	14.8	0.095	0	-8.52	41.15
135	11.5	13.5	450	862.5	1.73	0.9571	1.35	0	383.6939	796.85	16.7	0.1	0	-8.49	41.15
135	12.5	14.25	476.5	877	1.73	0.969	1.85	0	383.22508	796.6	18.15	0.1	0	-8.46	41.13
135	13.5	15.75	514.5	1406.5	1.73	1.0092	2.6	0	382.91872	796.35	19.05	0.1	0	-8.46	41.12
135	14.5	17.6	916	1626.5	1.74	0.9752	4	0	382.65438	795.5	19.4	0.1	0	-8.44	41.11
135	15.5	18.15	677.5	1254	1.74	0.9458	3.25	0	382.61405	794.75	23.05	0.1	0	-8.45	41.1
135	16.5	17.75	488	961.5	1.74	0.9447	4.2	0	382.82057	794.55	22.85	0.1	0	-8.46	41.1
135	17.5	16.55	293	414.5	1.74	0.9049	4.2	0	383.24023	794.1	21.2	0.1	0	-8.48	41.12
135	18.5	14.15	43	65.5	1.74	0.9134	3.55	0	384.31834	794.4	19.15	0.1	0	-8.52	41.11
135	19.5	13.45	3	2.5	1.74	0.9469	3.05	0	385.95457	794.9	17.8	0.1	0	-8.6	41.11
135	20.5	12.8	0	0	1.74	0.9531	2.6	0	386.81548	795.55	16.65	0.1	0	-8.64	41.07
135	21.5	11.4	0	0	1.74	0.9285	2.7	0	387.27819	795.85	15.2	0.1	0	-8.66	41.04
135	22.5	10.45	0	0	1.74	0.9111	2.25	0	387.45605	795.95	13.1	0.1	0	-8.67	41.03
135	23.5	9.35	0	0	1.74	0.8866	2.15	0	387.76575	796.05	13.75	0.1	0	-8.69	41.03
136	0.5	8.65	0	0	1.74	0.8824	2.8	0	388.15332	796	12.9	0.1	0	-8.7	41.02
136	1.5	8.5	0	0	1.74	0.8761	2.7	0	388.34656	795.85	12	0.09	0	-8.72	41.03
136	2.5	6.6	0	0	1.74	0.817	1.4	0	388.64653	795.65	11.35	0.09	0	-8.73	41.04
136	3.5	5.85	0	0	1.74	0.8325	1.55	0	388.9877	795.45	11.1	0.09	0	-8.75	41.05
136	4.5	6	0	0.5	1.74	0.8421	1.8	0	389.24892	795.45	10.2	0.09	0	-8.76	41.02
136	5.5	6.2	16	74.5	1.75	0.8553	1.65	0	389.44225	795.6	9.9	0.09	0	-8.77	41.04
136	6.5	10.9	180	412.5	1.75	0.9437	1.45	0	389.25371	795.9	9.55	0.09	0	-8.76	41.12
136	7.5	13.9	402	829	1.75	0.9628	1.95	0	388.09092	795.9	10.7	0.09	0	-8.71	41.18
136	8.5	15.5	614.5	1225.5	1.75	0.9647	2.6	0	386.99	795.9	13.6	0.09	0	-8.63	41.21
136	9.5	17.75	798.5	1558	1.75	0.9012	2.35	0	386.49	795.7	16.9	0.09	0	-8.55	41.21
136	10.5	20.4	940.5	1831	1.75	0.8448	1.95	0	385.44	795.1	22.3	0.09	0	-8.52	41.2
136	11.5	22.7	1046.5	2083.5	1.75	0.7746	2.15	0	383.65221	794.35	26.8	0.09	0	-8.48	41.18
136	12.5	22.7	945.5	1325.5	1.75	0.7029	4.3	0	383.18328	793.65	29.95	0.09	0	-8.45	41.18
136	13.5	20.6	426	766	1.75	0.6689	2.5	0	382.87681	793.3	26.25	0.1	0	-8.45	41.15
136	14.5	22.45	801.5	1029	1.75	0.618	2	0	382.61235	792.65	22.55	0.1	0	-8.43	41.16
136	15.5	23.7	663	1233	1.75	0.6202	3.45	0	382.57192	791.85	26.9	0.1	0	-8.44	41.16
136	16.5	22.25	529	780	1.75	0.6085	4.7	0	381.01	791.5	27.4	0.1	0	-8.45	41.17
136	17.5	19.5	194	385.5	1.75	0.5986	4.9	0	381.38	791.6	24.25	0.1	0	-8.47	41.18
136	18.5	18.6	127.5	130	1.75	0.587	3.25	0	381.88	791.8	20.4	0.1	0	-8.52	41.19
136	19.5	15.95	6.5	4	1.76	0.6618	3	0	382.775	792.2	20.55	0.1	0	-8.6	41.18
136	20.5	14.4	0	0	1.76	0.6746	2.6	0	384.2	792.75	18.7	0.1	0	-8.64	41.14
136	21.5	13.55	0	0	1.76	0.677	2.7	0	384.915	793.15	17.35	0.1	0	-8.66	41.1
136	22.5	12.3	0	0	1.76	0.6661	2.8	0	385.215	793.2	16.7	0.1	0	-8.66	41.07
136	23.5	11.05	0	0	1.76	0.6627	2.35	0	387.315	793.1	15.7	0.1	0	-8.68	41.06
137	0.5	10.85	0	0	1.76	0.6504	2.9	0	388.85	793.05	14.95	0.095	0	-8.7	41.04
137	1.5	11.2	0	0	1.76	0.6326	1.65	0	385.4	792.9	13.55	0.09	0	-8.71	41.04
137	2.5	8.45	0	0	1.76	0.6378	1.6	0	386.9	792.75	13.1	0.09	0	-8.72	41.04
137	3.5	7.85	0	0	1.76	0.6483	1.8	0	387.705	792.75	12.5	0.09	0	-8.74	41.05
137	4.5	7.55	0	0.5	1.76	0.6373	1.9	0	390.44	792.8	11.6	0.09	0	-8.75	41.01
137	5.5	7.75	18.5	80	1.76	0.6423	1.15	0	392.695	792.9	11.15	0.09	0	-8.76	41.05
137	6.5	13.45	188	426	1.76	0.6863	1.35	0	386.295	793.1	10.85	0.09	0	-8.75	41.11
137	7.5	16.1	411	841.5	1.76	0.7037	2.3	0	385.42	793.25	12.6	0.09	0	-8.7	41.17
137	8.5	17.75	623.5	1231	1.76	0.6903	2.4	0	386.365	793.2	14.9	0.09	0	-8.62	41.21
137	9.5	20.05	808.5	1570.5	1.76	0.6546	1.9	0	384.76	793.1	16.8	0.09	0	-8.54	41.22
137	10.5	22.85	945.5	1840.5	1.77	0.6244	1.8	0	383.855	792.65	21.5	0.09	0	-8.51	41.21
137	11.5	24	1052	1933.5	1.77	0.6056	2.2	0	382.995	792	29.2	0.09	0	-8.47	41.2
137	12.5	24.35	1125.5	912.5	1.77	0.5856	2.8	0	382.86	791.35	31.8	0.09	0	-8.44	41.18
137	13.5	24.2	271	1053	1.77	0.6258	2.15	0	382.65	790.85	30.5	0.1	0	-8.44	41.17
137	14.5	22.85	572	435.5	1.77	0.5706	4.65	0	382.56775	790.4	28.95	0.1	0	-8.43	41.16
137	15.5	19.3	147.5	327	1.77	0.6406	6.35	0	382.52729	790.35	26.25	0.1	0	-8.43	41.15
137	16.5	20.25	217.5	384.5	1.77	0.5708	5	0	382.73366	790	24.3	0.1	0	-8.44	41.15
137	17.5	21.15	122	234.5	1.77	0.4957	4.2	0	383.15316	789.6	22.4	0.1	0	-8.46	41.16
137	18.5	20.35	54.5	105.5	1.77	0.5272	4.15	0	384.2311	789.5	19.55	0.1	0	-8.51	41.18
137	19.5	18.4	5.5	4.5	1.77	0.5545	2.65	0	385.86715	789.9	20.75	0.1	0	-8.59	41.18
137	20.5	17.35	0	0	1.77	0.5439	2.8	0	386.72786	790.65	19.4	0.1	0	-8.63	41.13
137	21.5	15.35	0	0	1.77	0.5287	1.65	0	387.19038	791.5	18.3	0.1	0	-8.65	41.09
137	22.5	14.8	0	0	1.77	0.5679	2.2	0	387.36804	791.75	17.4	0.1	0	-8.66	41.07
137	23.5	14.65	0	0	1.77	0.5712	1.75	0	387.67752	792	16.7	0.1	0	-8.67	41.07
138	0.5	13.45	0	0	1.78	0.577	2.35	0	388.06488	791.7	16.3	0.095	0	-8.69	41.04
138	1.5	14.95	0	0	1.78	0.5696	2.4	0	388.25789	791.75	15.9	0.09	0	-8.7	41.02
138	2.5	13.3	0	0	1.78	0.5676	1.7	0	388.55763	791.5	15.5	0.09	0	-8.71	41.01
138	3.5	11.25	0	0	1.78	0.5601	1.45	0	388.89857	791.2	14.7	0.09	0	-8.73	41
138	4.5	10.65	0	0.5	1.78	0.5587	1.65	0	389.15956	791.2	13.8	0.09	0	-8.74	40.97
138	5.5	9.95	20	79.5	1.78	0.5909	2.35	0	389.35265	791.5	12.8	0.09	0	-8.75	41.01
138	6.5	15.35	187	420.5	1.78	0.6362	1.95	0	389.16388	791.7	12.2	0.09	0	-8.74	41.08
138	7.5	18.3	410.5	834.5	1.78	0.6467	3.1	0	388.00085	791.9	13.1	0.09	0	-8.7	41.15
138	8.5	20.1	622.5	1228	1.78	0.63	3	0	386.39535	791.95	15.7	0.09	0	-8.62	41.19
138	9.5	22.5	808	1580	1.78	0.611	2.35	0	384.87515	791.75	20	0.09	0	-8.54	41.19
138	10.5	25.1	992	1988	1.78	0.6013	1.95	0	384.2185	791.5	24.7	0.09	0	-8.5	41.16
138	11.5	26.05	1100	1702.5	1.78	0.5986	2	0	383.56118	791	30.2	0.09	0	-8.46	41.16
138	12.5	26.4	537	1203	1.78	0.5538	3.1	0	383.09198	790.3	32	0.1	0	-8.44	41.14
138	13.5	21.55	286.5	224.5	1.78	0.627	5.35	0.3	382.78525	790.2	31.35	0.1	0	-8.43	41.13
138	14.5	21.75	368.5	772.5	1.79	0.6479	3.75	0	382.52052	790.8	26.75	0.1	0	-8.42	41.15
138	15.5	23.55	287.5	595	1.79	0.5584	1.9	0	382.47981	790	25.75	0.1	0	-8.42	41.14
138	16.5	23.8	203	480	1.79	0.4629	4.3	0	382.68594	789.3	25.15	0.1	0	-8.43	41.17
138	17.5	25.45	226.5	531	1.79	0.4364	2.1	0	383.10521	788.75	24.3	0.1	0	-8.45	41.18
138	18.5	22.4	113.5	120.5	1.79	0.4424	1.75	0	384.18293	788.75	22.4	0.1	0	-8.5	41.18
138	19.5	18.55	6	5	1.79	0.4796	2.05	0	385.81877	789.05	18.45	0.1	0	-8.58	41.18
138	20.5	19.5	0	0	1.79	0.539	3.25	0	386.67928	789.75	19.9	0.1	0	-8.62	41.13
138	21.5	16.95	0	0	1.79	0.5555	2.7	0	382.295	790.25	18.7	0.1	0	-8.64	41.1
138	22.5	16.45	0	0	1.79	0.5543	3.1	0	386.655	790.55	17.8	0.1	0	-8.65	41.08
138	23.5	16.7	0	0	1.79	0.5543	2.9	0	387.945	790.5	17.4	0.1	0	-8.66	41.09
139	0.5	15.3	0	0	1.79	0.546	1.95	0	385.78	790.3	16.65	0.1	0	-8.68	41.09
139	1.5	14.15	0	0	1.79	0.5236	2.7	0	388.12	789.85	15.3	0.1	0	-8.69	41.07
139	2.5	13.75	0	0	1.79	0.5134	1.7	0	388.77	789.75	14.75	0.095	0	-8.7	41.06
139	3.5	12.9	0	0	1.79	0.5278	1.65	0	388.57	789.9	14.75	0.09	0	-8.72	41.06
139	4.5	10.95	0	0.5	1.79	0.5498	2.05	0	387.57	790.2	14	0.09	0	-8.73	41.01
139	5.5	10.85	22	82	1.8	0.5809	1.05	0	390.84	790.65	13.3	0.09	0	-8.75	41.04
139	6.5	16.85	190	423.5	1.8	0.6104	1.3	0	386.97	791.15	13.1	0.09	0	-8.74	41.11
139	7.5	19.05	413.5	837	1.8	0.6076	2.05	0	387.295	791.55	12.7	0.09	0	-8.69	41.18
139	8.5	21.5	628	1228	1.8	0.6013	2.85	0	386.34545	791.7	18.1	0.09	0	-8.61	41.23
139	9.5	23.5	818.5	1559	1.8	0.5653	2.85	0	385.875	791.5	23	0.09	0	-8.53	41.24
139	10.5	25.7	961.5	1841	1.8	0.5429	2.5	0	385.74	791.15	26	0.09	0	-8.49	41.24
139	11.5	28.5	1067	1962	1.8	0.4899	1.85	0	384.27	790.65	30	0.095	0	-8.46	41.22
139	12.5	27.8	795	896.5	1.8	0.4887	2.9	0	384.185	790.1	33.1	0.1	0	-8.43	41.19
139	13.5	26.85	720	857.5	1.8	0.4343	4.5	0	383.53	789.5	31.2	0.1	0	-8.43	41.17
139	14.5	27.1	395.5	727.5	1.8	0.4376	4.6	0	382.68	789.05	30.4	0.1	0	-8.41	41.16
139	15.5	25.9	294	562.5	1.8	0.4457	2.95	0	382.44	788.9	29.5	0.1	0	-8.42	41.16
139	16.5	27.85	417.5	881.5	1.8	0.4575	3.65	0	382.425	788.45	28.5	0.1	0	-8.43	41.17
139	17.5	26.3	252	503.5	1.8	0.4485	4.5	0	382.525	788.05	27.75	0.1	0	-8.45	41.19
139	18.5	23.4	60	100	1.8	0.4552	5.15	0	383.86	788.15	25.75	0.1	0	-8.49	41.2
139	19.5	21.35	4.5	4.5	1.81	0.4664	2.3	0	386.005	788.5	23.75	0.1	0	-8.57	41.22
139	20.5	20.7	0	0	1.81	0.5528	3.05	0	385.18	789.5	22	0.1	0	-8.61	41.19
139	21.5	20.15	0	0	1.81	0.5863	3.85	0	385.115	789.95	21.1	0.1	0	-8.63	41.14
139	22.5	19.75	0	0	1.81	0.5738	3.6	0	385.23	790	20.4	0.1	0	-8.64	41.11
139	23.5	19.05	0	0	1.81	0.5613	3.85	0	385.01	790	19.8	0.1	0	-8.66	41.11
140	0.5	16.55	0	0	1.81	0.5449	2	0	385.84	790	18.65	0.1	0	-8.68	41.11
140	1.5	16	0	0	1.81	0.5516	2.1	0	387.115	789.65	17.6	0.1	0	-8.69	41.1
140	2.5	15.1	0	0	1.81	0.5509	1.95	0	389.48	789.35	16.8	0.1	0	-8.7	41.09
140	3.5	13.95	0	0	1.81	0.5478	1.7	0	389.995	789.6	16.1	0.1	0	-8.72	41.07
140	4.5	12.4	0	0.5	1.81	0.5551	1.9	0	388.615	789.8	15.2	0.095	0	-8.73	41.03
140	5.5	12.05	23	61	1.81	0.5723	1.5	0	390.135	790.2	14.7	0.09	0	-8.74	41.07
140	6.5	16.4	139	402.5	1.81	0.6116	1.05	0	388.22	790.7	14.6	0.09	0	-8.73	41.15
140	7.5	20.45	411	831.5	1.81	0.6064	2.6	0	386.965	791.05	16.1	0.09	0	-8.68	41.21
140	8.5	22	620	1222.5	1.81	0.6051	2	0	387.45	791.25	19.4	0.09	0	-8.6	41.25
140	9.5	24.35	806	1558	1.81	0.5826	2.25	0	386.205	791.2	23.5	0.09	0	-8.52	41.27
