doy	hr	Tair	SWD	PAR	lai	Ea	Windsp m/s	precip	co2	Atm P	SoilT_2cm	SWC_2cm	flag	delta-13c	 delta-18o
86	16.5	14.05	326	485	1	0.1836	5.05	0	382.42722	788.65	15.3	0.1	0	-8.84	41.41
86	17.5	12.75	150	235.5	1	0.1787	4.75	0	385.05	788.7	13.85	0.1	0	-8.43	41.42
86	18.5	10.55	24.5	18	1	0.21	3.75	0	383.92866	789.1	11.95	0.1	0	-8.38	41.45
86	19.5	9.4	0	0	1	0.2454	2.85	0	385.56673	789.55	10.2	0.1	0	-8.38	41.45
86	20.5	8.15	0	0	1	0.3052	5.2	0	386.355	790.15	9.05	0.1	0	-8.35	41.41
86	21.5	7.85	0	0	1	0.5242	5.8	0	386.505	790.6	8.55	0.1	0	-8.66	41.37
86	22.5	4.9	0	0	1	0.7387	5.05	1	385.02	791.3	8.35	0.1	0	-8.54	41.35
86	23.5	3.95	0	0	1	0.7579	4.4	1.6	385.675	791.65	7.85	0.1	0	-8.47	41.36
87	0.5	3.45	0	0	1	0.745	3.45	1.3	386.05	791.65	7.3	0.1	0	-8.39	41.34
87	1.5	2.75	0	0	1	0.6873	3.25	0.3	386.615	791.35	6.9	0.1	0	-8.43	41.32
87	2.5	2.05	0	0	1	0.6512	3.5	0	387.14	791.2	6.4	0.1	0	-8.55	41.32
87	3.5	1.55	0	0	1	0.6463	1.6	0	390.36	790.45	5.9	0.1	0	-8.59	41.3
87	4.5	1.4	0	0	1	0.644	1.75	0	391.31	790.1	5.4	0.1	0	-8.56	41.27
87	5.5	1.5	0	0.5	1	0.6539	1.85	0	394.045	790.1	5.15	0.1	0	-8.54	41.29
87	6.5	2.2	21	61.5	1	0.6588	1.35	0	394.745	790.4	4.7	0.095	0	-8.51	41.37
87	7.5	4.35	117	327	1	0.7122	2.25	0	393.345	790.7	4.8	0.09	0	-8.35	41.44
87	8.5	8.3	390	944.5	1	0.7284	1.6	0	387.425	790.8	6.55	0.09	0	-8.3	41.49
87	9.5	10	575.5	1206	1	0.7591	1.9	0	384.60465	790.9	9.2	0.09	0	-8.2	41.49
87	10.5	11.7	687.5	1430.5	1	0.7206	2.6	0	383.9502	790.6	11.25	0.09	0	-8.21	41.48
87	11.5	11.8	741	1041.5	1	0.6452	3.85	0	383.29509	790	13.05	0.1	0	-8.25	41.47
87	12.5	12.5	641.5	996	1	0.5846	5.8	0	382.82812	789.35	13.65	0.1	0	-8.27	41.45
87	13.5	11.3	260.5	598	1	0.58	6.45	0	382.52363	788.9	13.9	0.1	0	-8.44	41.42
87	14.5	11	488	650.5	1	0.6435	7.1	0	382.2612	788.5	13.3	0.1	0	-8.45	41.41
87	15.5	10.05	250.5	493	1	0.6728	4.1	0	383.815	788.35	12.85	0.1	0	-8.22	41.39
87	16.5	10.8	234	470	1	0.6158	3.6	0	383.2	787.8	12.1	0.1	0	-8.29	41.41
87	17.5	10.15	101.5	133.5	1	0.5913	2.55	0	383.565	787.4	11.65	0.1	0	-8.3	41.41
87	18.5	8.3	9	11	1	0.6079	1.95	0	384.985	787.15	10.35	0.1	0	-8.28	41.42
87	19.5	5.45	0	0	1	0.6122	0.9	0	386.505	787.05	8.95	0.1	0	-8.32	41.4
87	20.5	5.65	0	0	1	0.61	1.75	0	387.26	787.1	7.8	0.1	0	-8.38	41.37
87	21.5	6.1	0	0	1	0.5985	1.95	0	388.455	787.25	7.05	0.1	0	-8.52	41.32
87	22.5	5.4	0	0	1	0.5841	2.4	0	387.725	787.05	6.55	0.1	0	-8.54	41.31
87	23.5	5.35	0	0	1	0.571	2.25	0	387.145	786.9	6.2	0.1	0	-8.86	41.27
88	0.5	5.2	0	0	1	0.5869	3.25	0	387.095	786.95	5.5	0.1	0	-8.88	41.27
88	1.5	4.45	0	0	1	0.6168	2.65	0	388.13	786.75	5.3	0.1	0	-8.62	41.27
88	2.5	4.35	0	0	1	0.6259	3	0	387.305	786.75	5.25	0.1	0	-8.93	41.26
88	3.5	4.6	0	0	1	0.6256	2.85	0	386.915	786.4	4.9	0.09	0	-9.13	41.26
88	4.5	3.75	0	0	1	0.6118	3.2	0	386.705	786	4.9	0.09	0	-8.87	41.23
88	5.5	2.25	0	1	1	0.5915	2.65	0	387.44	785.9	4.2	0.09	0	-8.79	41.25
88	6.5	2.6	26.5	88.5	1	0.6098	3.05	0	389.075	785.95	3.65	0.09	0	-8.7	41.33
88	7.5	5.2	115.5	328.5	1	0.6574	2.6	0	388.975	786.05	3.45	0.09	0	-8.49	41.42
88	8.5	8.8	362	835.5	1	0.6665	5	0	385.6	786.15	5.15	0.09	0	-8.29	41.46
88	9.5	10.9	567.5	1086.5	1	0.6346	6.1	0	383.535	785.9	7.25	0.09	0	-8.24	41.46
88	10.5	12.15	674.5	1386	1	0.5972	6.9	0	383.155	785.3	9.9	0.09	0	-8.25	41.46
88	11.5	13.6	809	1560	1	0.5219	6.85	0	383.92	784.55	12.9	0.09	0	-8.26	41.46
88	12.5	14.05	728	1448.5	1	0.4082	8.6	0	383.7	783.55	15.75	0.1	0	-8.27	41.44
88	13.5	15.25	773	1487	1	0.4418	9.1	0	382.975	782.65	17.05	0.1	0	-8.35	41.43
88	14.5	15.4	711	1184	1	0.4489	8.9	0	383.015	781.45	17.5	0.1	0	-8.41	41.44
88	15.5	13.6	236.5	369	1	0.4569	7.6	0	382.935	780.6	16.15	0.1	0	-8.4	41.42
88	16.5	13.75	143	250.5	1	0.4272	9.9	0	383.105	779.1	14.35	0.1	0	-8.31	41.42
88	17.5	13.75	61.5	115	1	0.3572	10.3	0	383.355	778.1	12.95	0.1	0	-8.28	41.43
88	18.5	13.1	15	12	1	0.2973	9.3	0	383.49	778	11.6	0.1	0	-8.31	41.43
88	19.5	10	0	0	1	0.4491	8.1	0	383.625	778.55	10.4	0.1	0	-8.33	41.41
88	20.5	6.6	0	0	1	0.5314	4.7	0	384.27	779.65	9.3	0.1	0	-8.34	41.37
88	21.5	6.8	0	0	1	0.4699	2.3	0	384.24	780.6	8.2	0.1	0	-8.37	41.35
88	22.5	5.8	0	0	1	0.5093	3.2	0	384.245	781	7.55	0.1	0	-8.59	41.32
88	23.5	3.55	0	0	1	0.5557	3.8	0	384.775	781.2	7.1	0.1	0	-8.85	41.31
89	0.5	2.5	0	0	1	0.5092	4	0	385.615	781.6	6.8	0.1	0	-8.82	41.28
89	1.5	1.8	0	0	1	0.4687	2.3	0	385.78	782.1	6.1	0.1	0	-8.8	41.27
89	2.5	1.4	0	0	1	0.444	2.85	0	385.39	781.8	5.85	0.1	0	-8.51	41.27
89	3.5	1.35	0	0	1	0.4267	3.4	0	385.685	781.7	5.15	0.1	0	-8.41	41.27
89	4.5	1.3	0	0	1	0.4092	2.05	0	385.805	782	4.7	0.095	0	-8.49	41.22
89	5.5	0.75	0	1	1	0.3532	1.75	0	386.445	782.45	4	0.09	0	-8.41	41.25
89	6.5	0.5	34.5	130.5	1	0.347	1.85	0	386.4	783.4	3.3	0.09	0	-8.42	41.31
89	7.5	2.7	243.5	543	1	0.355	2.3	0	386.855	784	2.75	0.09	0	-8.38	41.39
89	8.5	3.8	326	574	1	0.3399	3	0	386.06	784.7	4.3	0.09	0	-8.28	41.44
89	9.5	4.65	774	587.5	1	0.3441	5.6	0	385.43	784.95	5.1	0.09	0	-8.26	41.43
89	10.5	8	881	1639	1	0.3402	5.75	0	383.96333	785.05	6.2	0.09	0	-8.26	41.42
89	11.5	9.75	591	1793.5	1	0.3338	4.35	0	383.3084	785.1	12.5	0.09	0	-8.28	41.41
89	12.5	10.8	289.5	1866	1	0.3358	2.55	0	382.84163	785.25	17.3	0.09	0	-8.3	41.39
89	13.5	11.25	666	1770	1	0.33	3.4	0	382.53734	785.2	20.05	0.095	0	-8.34	41.36
89	14.5	11	627	1366	1	0.3181	3.25	0	382.27508	785.05	19.9	0.1	0	-8.29	41.37
89	15.5	10.5	473	934	1	0.3256	4.3	0	384.48	785.15	18.25	0.1	0	-8.6	41.36
89	16.5	9.55	319.5	526.5	1	0.3328	4.05	0	384.645	785.6	16.65	0.1	0	-8.61	41.37
89	17.5	8.7	169.5	324.5	1	0.3212	3.35	0	385.6	785.75	14.6	0.1	0	-8.32	41.39
89	18.5	6.25	59	34.5	1	0.3144	2.6	0	386.555	786.15	12.25	0.1	0	-8.32	41.4
89	19.5	4.2	0	0	1	0.3177	2	0	387.805	786.75	10.2	0.1	0	-8.37	41.4
89	20.5	3.75	0	0	1	0.3166	1.55	0	389.18	787.45	8.45	0.1	0	-8.37	41.35
89	21.5	3.1	0	0	1	0.2859	1.1	0	388.175	788.2	7.1	0.1	0	-8.44	41.33
89	22.5	2.05	0	0	1	0.2326	2.4	0	388.04	788.4	6	0.1	0	-8.51	41.31
89	23.5	-0.85	0	0	1	0.2176	1.75	0	388.435	788.55	4.95	0.095	0	-8.45	41.3
90	0.5	-1.15	0	0	1	0.2352	1.95	0	388.655	788.8	3.95	0.09	0	-8.49	41.27
90	1.5	-0.9	0	0	1	0.2655	2.15	0	388.61	788.7	3.3	0.09	0	-8.53	41.27
90	2.5	-0.9	0	0	1	0.2906	2.45	0	388.415	788.65	2.7	0.09	0	-8.62	41.26
90	3.5	-2.6	0	0	1	0.2883	2.25	0	392.2	788.8	2.35	0.09	0	-8.57	41.25
90	4.5	-2.25	0	0	1	0.2916	1.9	0	391.285	788.85	1.9	0.09	0	-8.48	41.2
90	5.5	-1.55	0	1	1	0.2693	3.4	0	390.265	788.75	1.65	0.09	0	-8.5	41.24
90	6.5	0.8	28.5	112	1	0.2558	2.1	0	388.12	789.1	1.45	0.09	0	-8.65	41.29
90	7.5	4.4	183.5	430	1	0.311	1.95	0	387.715	789.45	1.5	0.09	0	-8.6	41.34
90	8.5	7.1	290	637	1	0.3017	1.35	0	385.725	789.95	2.8	0.09	0	-8.46	41.38
90	9.5	10.25	606	1121	1	0.272	1.3	0	384.79	790.3	6.15	0.09	0	-8.4	41.38
90	10.5	12.5	592.5	1325.5	1	0.3043	1.9	0	384.61	790.35	9.1	0.09	0	-8.37	41.35
90	11.5	13.95	715.5	1550.5	1	0.3303	1.6	0	384.35	789.8	12.25	0.09	0	-8.35	41.35
90	12.5	15.95	777.5	1540	1	0.3372	4.25	0	383.61	789.3	16.2	0.09	0	-8.33	41.33
90	13.5	17.45	905	1579.5	1	0.307	5.8	0	383.855	788.95	18.75	0.09	0	-8.32	41.31
90	14.5	18.7	897.5	1551	1	0.2886	7.2	0	383.89	788.5	19.05	0.1	0	-8.31	41.31
90	15.5	17.95	696.5	1145	1	0.265	6.5	0	384.06	787.95	18.25	0.1	0	-8.35	41.3
90	16.5	16.7	457.5	736.5	1	0.25	6.15	0	384.265	787.6	17.6	0.1	0	-8.56	41.32
90	17.5	15.25	224.5	307	1	0.233	4.7	0	382.8771	787.5	15.9	0.1	0	-8.41	41.32
90	18.5	12.35	29	20.5	1	0.2463	3.35	0	383.95732	787.75	13.9	0.1	0	-8.44	41.32
90	19.5	9.85	0	0	1	0.2672	2.8	0	385.59566	787.65	11.9	0.1	0	-8.45	41.32
90	20.5	8.45	0	0	1	0.2974	1.95	0	386.4587	787.8	10.2	0.1	0	-8.66	41.29
90	21.5	8.15	0	0	1	0.3051	2.5	0	386.92355	788.05	8.9	0.1	0	-8.57	41.26
90	22.5	7	0	0	1	0.3035	1.95	0	387.10357	788.1	8.2	0.1	0	-8.69	41.24
90	23.5	5.7	0	0	1	0.3084	2.1	0	387.41543	788.1	7.6	0.1	0	-8.83	41.24
91	0.5	4.85	0	0	1	0.3259	1.55	0	387.80518	788.05	6.6	0.1	0	-8.76	41.23
91	1.5	4.7	0	0	1	0.3468	1.8	0	388.0006	787.8	5.9	0.1	0	-8.66	41.22
91	2.5	5.2	0	0	1	0.3418	1.5	0	388.30277	787.35	5.65	0.095	0	-8.84	41.22
91	3.5	4.4	0	0	1	0.3543	2	0	388.64615	786.95	5.3	0.09	0	-8.98	41.24
91	4.5	4.3	0	0	1	0.383	2.4	0	388.9096	787.15	4.7	0.09	0	-8.98	41.2
91	5.5	4.95	0	1	1	0.4126	2.6	0	389.10516	787.4	4.35	0.09	0	-9.16	41.22
91	6.5	6.85	29.5	134	1	0.4542	1.2	0	388.91888	787.75	4.15	0.09	0	-9.29	41.28
91	7.5	8.45	215	341	1	0.3924	2	0	387.75835	788.05	4.7	0.09	0	-9.27	41.35
91	8.5	7.7	176	263	1	0.4877	2.05	0	386.15537	788.45	6.65	0.09	0	-8.76	41.41
91	9.5	6.25	156	228	1	0.6964	1.75	0.3	384.63769	788.7	7.1	0.09	0	-8.51	41.42
91	10.5	6.15	162.5	664	1	0.784	4.95	0.3	383.98358	789.1	7.8	0.09	0	-8.53	41.41
91	11.5	10.6	747	1689.5	1	0.7507	7.15	0	383.32882	788.15	10.4	0.09	0	-8.48	41.4
91	12.5	10.25	656	665	1	0.6345	5.15	0	382.86219	787.35	14.2	0.09	0	-8.47	41.38
91	13.5	11.8	432	963.5	1	0.6209	4.45	0	382.55803	786.9	13.35	0.1	0	-8.43	41.35
91	14.5	13	585	890	1	0.5681	3.7	0	382.29589	786.1	14.15	0.1	0	-8.45	41.36
91	15.5	10.35	394.5	686	1	0.7334	5.75	0	382.25777	785.7	14.15	0.1	0	-8.38	41.35
91	16.5	11.4	491.5	676.5	1	0.6283	4.45	0	382.46652	786.05	13.4	0.1	0	-8.4	41.36
91	17.5	9.65	117.5	212.5	1	0.5753	5.35	0	382.8884	785.9	12.15	0.1	0	-8.35	41.37
91	18.5	8.4	55	36	1	0.55	3.8	0	383.96875	785.95	10.6	0.1	0	-8.4	41.38
91	19.5	6.65	0	0	1.01	0.5499	4.2	0	385.60722	786.35	9	0.1	0	-8.44	41.38
91	20.5	6.5	0	0	1.01	0.5599	1.45	0	386.47038	786.5	7.8	0.1	0	-8.51	41.33
91	21.5	4.5	0	0	1.01	0.4997	1.1	0	386.93535	786.55	6.9	0.1	0	-8.69	41.31
91	22.5	6.55	0	0	1.01	0.3632	1.1	0	387.11549	786.7	5.95	0.1	0	-9.03	41.28
91	23.5	5.75	0	0	1.01	0.3965	1.4	0	387.42747	787.05	5.35	0.1	0	-8.93	41.27
92	0.5	6	0	0	1.01	0.3771	2.25	0	387.81734	787.35	4.8	0.1	0	-8.92	41.24
92	1.5	5.25	0	0	1.01	0.3548	1.2	0	388.01288	787.5	4.6	0.09	0	-8.96	41.22
92	2.5	4.75	0	0	1.01	0.3645	1.2	0	388.31516	787.6	4.3	0.09	0	-8.81	41.22
92	3.5	2.5	0	0	1.01	0.3747	1.9	0	388.65865	788.15	3.8	0.09	0	-8.7	41.23
92	4.5	1.4	0	0	1.01	0.3644	2.6	0	388.92221	788.7	3.1	0.09	0	-8.71	41.18
92	5.5	2.1	0	2	1.01	0.3587	1.8	0	389.11789	789.4	2.8	0.09	0	-8.76	41.2
92	6.5	1.75	43	146	1.01	0.3686	1.2	0	388.93171	789.85	2.25	0.09	0	-8.64	41.26
92	7.5	6	248.5	550.5	1.01	0.413	0.85	0	387.77129	790.4	1.9	0.09	0	-8.66	41.33
92	8.5	8.15	481	983	1.01	0.4155	2.75	0	386.16841	790.5	4	0.09	0	-8.6	41.39
92	9.5	10.25	686	1354	1.01	0.4198	3.5	0	384.65084	790.85	7.75	0.09	0	-8.57	41.39
92	10.5	11.5	842.5	1628.5	1.02	0.4223	3.4	0	383.99684	790.95	10.5	0.09	0	-8.62	41.38
92	11.5	12.65	940	1788	1.02	0.4037	4.3	0	383.34217	790.95	14.2	0.09	0	-8.52	41.38
92	12.5	14.2	979.5	1820	1.02	0.3837	3.5	0	382.87564	790.6	18.8	0.09	0	-8.63	41.33
92	13.5	15.35	950	1731.5	1.02	0.3582	4	0	382.57158	790.25	21.65	0.095	0	-8.62	41.33
92	14.5	16.8	850.5	1517.5	1.02	0.3171	4.35	0	382.30954	789.9	21.5	0.1	0	-8.61	41.31
92	15.5	16.8	691.5	1205.5	1.02	0.3118	4.9	0	382.27152	789.85	19.75	0.1	0	-8.62	41.29
92	16.5	16.05	484.5	802	1.02	0.2976	4.35	0	382.48035	789.85	18.7	0.1	0	-9	41.31
92	17.5	14.7	250.5	367.5	1.02	0.2877	4.5	0	382.90233	790.1	16.45	0.1	0	-8.95	41.33
92	18.5	10.7	44	32	1.02	0.2915	3.2	0	383.98277	790.4	13.85	0.1	0	-8.97	41.35
92	19.5	7.25	0	0	1.02	0.3009	1.6	0	385.62133	790.95	11.8	0.1	0	-8.98	41.34
92	20.5	6.9	0	0	1.02	0.2734	2.45	0	386.48458	791.85	9.95	0.1	0	-9.05	41.3
92	21.5	6.15	0	0	1.02	0.242	3.5	0	386.94964	792.5	8.6	0.1	0	-9.26	41.27
92	22.5	6.05	0	0	1.02	0.2354	3	0	387.12986	793	7.8	0.1	0	-9.43	41.25
92	23.5	5.2	0	0	1.02	0.2729	2.35	0	387.44192	793.15	7	0.1	0	-9.34	41.23
93	0.5	3.4	0	0	1.03	0.2722	2.55	0	387.83187	793.3	6.55	0.1	0	-9.32	41.22
93	1.5	3.25	0	0	1.03	0.2691	3.05	0	388.0275	793.35	6	0.09	0	-9.34	41.21
93	2.5	4.15	0	0	1.03	0.2295	1.1	0	388.32986	793.35	5.45	0.09	0	-9.21	41.22
93	3.5	4.1	0	0	1.03	0.2269	1.65	0	388.67343	793.25	5	0.09	0	-9.37	41.24
93	4.5	4.05	0	0	1.03	0.2737	2.4	0	388.93706	793.6	4.7	0.09	0	-9.51	41.2
93	5.5	4.75	0	1.5	1.03	0.2396	4.5	0	389.13281	794.3	4.4	0.09	0	-9.36	41.22
93	6.5	4.65	24.5	92	1.03	0.2391	4.75	0	388.94671	794.55	4.3	0.09	0	-9.41	41.29
93	7.5	6.3	144.5	336.5	1.03	0.2417	5.8	0	387.78636	795.05	4.85	0.09	0	-9.39	41.37
93	8.5	7.65	268	558.5	1.03	0.2389	5.65	0	386.18355	795.3	5.6	0.09	0	-9.31	41.4
93	9.5	9.25	403.5	883.5	1.03	0.2388	4.8	0	384.66605	795.3	7.1	0.09	0	-9.26	41.4
93	10.5	11.55	632.5	1341.5	1.03	0.2431	5.6	0	384.01212	795.55	10.55	0.09	0	-9.27	41.38
93	11.5	13.5	739	1360	1.03	0.2519	5.15	0	383.35752	794.9	13.45	0.09	0	-9.09	41.37
93	12.5	15.8	689.5	1750	1.03	0.2607	5.15	0	382.89105	794.35	16.1	0.09	0	-9.07	41.35
93	13.5	17	860.5	1526	1.03	0.2609	5.6	0	382.58705	793.7	20.1	0.1	0	-9.04	41.32
93	14.5	18	818	1455.5	1.04	0.2663	5.8	0	382.32507	793.05	20.1	0.1	0	-9.04	41.33
93	15.5	18.05	668	1185.5	1.04	0.2579	5.85	0	382.28711	792.35	18.9	0.1	0	-9.01	41.32
93	16.5	17.4	475.5	778	1.04	0.2604	5.6	0	382.49601	791.85	18.15	0.1	0	-8.96	41.33
93	17.5	15.95	242.5	330	1.04	0.2576	5.05	0	382.91805	791.65	16.35	0.1	0	-8.95	41.34
93	18.5	13.25	46.5	37	1.04	0.2535	2.55	0	383.99854	791.65	14.2	0.1	0	-8.94	41.37
93	19.5	9.45	0	0	1.04	0.276	2.2	0	385.63716	791.7	12.2	0.1	0	-9.04	41.36
93	20.5	9.3	0	0	1.04	0.2775	3.45	0	386.50046	792.15	10.55	0.1	0	-9.05	41.33
93	21.5	8.9	0	0	1.04	0.2916	5.05	0	386.96557	792.8	9.7	0.1	0	-9.32	41.31
93	22.5	7.95	0	0	1.04	0.2956	4.05	0	387.14585	793.15	8.9	0.1	0	-9.31	41.28
93	23.5	7.15	0	0	1.04	0.2988	3.5	0	387.45795	792.95	8.1	0.1	0	-9.21	41.29
94	0.5	7.2	0	0	1.04	0.3024	3.9	0	387.84795	792.4	7.6	0.1	0	-9.18	41.26
94	1.5	7.3	0	0	1.04	0.3043	4.1	0	388.04362	792.05	7.25	0.1	0	-9.2	41.27
94	2.5	7.55	0	0	1.04	0.3068	3.75	0	388.34602	791.6	7.05	0.1	0	-9.21	41.28
94	3.5	7	0	0	1.04	0.3086	3.7	0	388.68964	791.3	6.85	0.1	0	-9.26	41.27
94	4.5	6.85	0	0	1.04	0.3133	3.1	0	388.95332	791.2	6.7	0.1	0	-9.43	41.24
94	5.5	6.85	0	1.5	1.05	0.3184	1.6	0	389.14911	791.3	6.8	0.09	0	-9.5	41.27
94	6.5	6.7	30	127.5	1.05	0.3295	1.75	0	388.96304	791.4	6.65	0.09	0	-9.24	41.34
94	7.5	11.5	183.5	533	1.05	0.3303	0.85	0	387.80273	791.1	6.8	0.09	0	-9.31	41.39
94	8.5	14.05	398	631	1.05	0.338	2.05	0	386.19996	790.65	8.5	0.09	0	-9.2	41.41
94	9.5	17.35	524.5	1218.5	1.05	0.3292	3.7	0	384.68249	790.6	11.4	0.09	0	-9.14	41.42
94	10.5	18.4	563.5	1060.5	1.05	0.3237	6.2	0	384.02859	790.4	13.75	0.1	0	-9.17	41.41
94	11.5	21.45	612.5	1920	1.05	0.3387	4.95	0	383.37402	790.05	16.25	0.1	0	-9.04	41.39
94	12.5	22.2	857.5	1735.5	1.05	0.3363	4.6	0	382.90758	789	21.85	0.1	0	-9.01	41.38
94	13.5	21.65	823	1224.5	1.05	0.3242	4.45	0	382.60362	788.3	23.55	0.1	0	-8.98	41.36
94	14.5	23.2	693	1550	1.05	0.354	5.85	0	382.34166	787.75	22.5	0.1	0	-8.89	41.36
94	15.5	21.65	420	850.5	1.05	0.3599	4.85	0	383.23	787.4	21.25	0.1	0	-8.91	41.34
94	16.5	19.25	246	349.5	1.05	0.3543	5.75	0	383.605	787.45	20.9	0.1	0	-8.96	41.35
94	17.5	18	92.5	158	1.05	0.3517	6.15	0	384.195	787.6	18.9	0.1	0	-9.05	41.35
94	18.5	16.75	16.5	13	1.05	0.3704	3.6	0	385.095	787.8	17	0.1	0	-8.98	41.35
94	19.5	15.4	0	0	1.06	0.5045	7.75	0	384.64	788.4	15.55	0.1	0	-8.98	41.36
94	20.5	12.65	0	0	1.06	0.6989	4.9	0	383.525	789.25	14.6	0.1	0	-8.95	41.33
94	21.5	11.05	0	0	1.06	0.7626	1.7	0	384.66	789	13.75	0.1	0	-9	41.3
94	22.5	10.8	0	0	1.06	0.7112	1.55	0	385.605	788.5	12.8	0.1	0	-9.09	41.28
94	23.5	10.85	0	0	1.06	0.7156	3.3	0	384.1	788.5	12	0.1	0	-8.91	41.26
95	0.5	9.15	0	0	1.06	0.711	2.45	0	384.3	788	11.3	0.1	0	-8.97	41.25
95	1.5	8.6	0	0	1.06	0.7336	3.9	0	385.57	787.45	10.7	0.1	0	-9.1	41.26
95	2.5	9.95	0	0	1.06	0.7046	3.3	0	384.825	787.1	10.3	0.1	0	-9.16	41.26
95	3.5	8.75	0	0	1.06	0.7006	1.5	0	384.195	787.4	9.8	0.1	0	-9.24	41.26
95	4.5	5.6	0	0	1.06	0.6718	1.95	0	385.095	787.3	9.1	0.1	0	-9.13	41.22
95	5.5	4.55	0	3.5	1.06	0.6577	1.8	0	389.365	786.75	8.5	0.1	0	-9.02	41.24
95	6.5	7.25	54.5	197.5	1.06	0.6908	1.95	0	394.845	786.55	7.6	0.1	0	-9.05	41.32
95	7.5	11.95	266	618.5	1.06	0.7388	2.1	0	387.8204	786.2	7.5	0.1	0	-9.02	41.37
95	8.5	14.6	497	994.5	1.06	0.7216	3.6	0	386.2177	785.8	9.9	0.1	0	-8.92	41.43
95	9.5	17.75	606.5	1464.5	1.06	0.7231	4.1	0	384.7003	785.5	12.7	0.1	0	-8.87	41.42
95	10.5	19.5	634.5	1545	1.07	0.6884	5.1	0	384.04645	785.15	15.15	0.1	0	-8.88	41.41
95	11.5	19.35	885	1459	1.07	0.6586	7.4	0	383.39195	784.15	18.95	0.1	0	-8.79	41.41
95	12.5	16.85	557.5	780.5	1.07	0.6753	7.35	0	382.92558	783.1	20.35	0.1	0	-8.83	41.39
95	13.5	16.6	750	870.5	1.07	0.7577	10.05	0	382.6217	782.4	19.1	0.1	0	-8.83	41.36
95	14.5	14.65	678.5	830.5	1.07	0.8766	11.45	0.3	382.975	781.4	18.85	0.1	0	-8.86	41.35
95	15.5	11	161	301	1.07	0.9088	11.15	2.3	383.25	780.65	16.65	0.1	0	-8.85	41.33
95	16.5	10.65	304	279	1.07	0.8881	6.45	0.3	384.055	780.6	14.35	0.1	0	-8.84	41.35
95	17.5	11	144	178	1.07	0.799	7.15	0.5	383.68	780.05	13.2	0.1	0	-8.85	41.34
95	18.5	11.85	31	32	1.07	0.6588	7.05	0	384	779.55	11.6	0.1	0	-8.86	41.35
95	19.5	11.1	0	0	1.07	0.5172	6.05	0	385.67254	779.45	10.2	0.1	0	-8.85	41.34
95	20.5	8.55	0	0	1.07	0.5411	3.3	0	386.53597	779.75	9.7	0.1	0	-8.89	41.31
95	21.5	6.75	0	0	1.07	0.5116	2.75	0	385.46	780.35	8.35	0.1	0	-9.03	41.27
95	22.5	5.4	0	0	1.07	0.4443	4.35	0	385.805	780.45	7.75	0.1	0	-9.06	41.25
95	23.5	4.2	0	0	1.07	0.3725	2.35	0	385.915	780.55	6.8	0.1	0	-9.14	41.25
96	0.5	3.3	0	0	1.08	0.3567	1.6	0	386.14	780.5	6.05	0.1	0	-9.32	41.24
96	1.5	2.95	0	0	1.08	0.3178	1.25	0	386.35	780.05	5.5	0.1	0	-9.13	41.24
96	2.5	2.5	0	0	1.08	0.3243	3	0	386.275	779.5	4.8	0.1	0	-9.2	41.23
96	3.5	0.05	0	0	1.08	0.452	4.65	0	386.465	779.05	4.25	0.1	0	-9.1	41.24
96	4.5	-0.45	0	0	1.08	0.3297	3.5	0	386.145	779.1	4.1	0.1	0	-9.08	41.19
96	5.5	-0.65	0	2	1.08	0.2911	6.45	0	385.75	778.75	3.7	0.09	0	-9.07	41.21
96	6.5	-1.45	17	50.5	1.08	0.3781	5.7	0	386.785	779.4	3.5	0.09	0	-9.03	41.28
96	7.5	-0.25	166.5	408.5	1.08	0.3792	3.15	0	387.26	779.75	3.25	0.09	0	-9	41.34
96	8.5	2.5	449.5	1004.5	1.08	0.3999	4.8	0	386.305	779.75	3.65	0.09	0	-8.99	41.38
96	9.5	4.2	435.5	1416	1.08	0.3975	4.35	0	386.27	780.05	5.4	0.09	0	-9.05	41.38
96	10.5	5.35	908	1700.5	1.08	0.3761	8.85	0	386.37	780.15	8.7	0.09	0	-9.04	41.38
96	11.5	5.95	986.5	1860.5	1.08	0.369	9.35	0	386.37	779.65	11.3	0.09	0	-8.99	41.38
96	12.5	7.2	1018.5	1893	1.08	0.3778	9.6	0	386.35	779.45	16.4	0.09	0	-8.95	41.35
96	13.5	8.25	983	1789.5	1.08	0.3675	9.3	0	386.255	779.35	19.05	0.09	0	-8.95	41.35
96	14.5	8.9	866.5	1559	1.09	0.3614	8.95	0	386.13	779.55	18.85	0.09	0	-8.83	41.34
96	15.5	8.55	723	1147	1.09	0.3748	8.55	0	385.955	779.7	16.7	0.09	0	-8.86	41.33
96	16.5	6.95	493.5	721	1.09	0.416	6.75	0	385.85	780.2	15.55	0.095	0	-8.82	41.33
96	17.5	5.4	266.5	335.5	1.09	0.4448	5.5	0	385.89	780.45	13.15	0.1	0	-8.81	41.33
96	18.5	4.25	57	31	1.09	0.4301	1.45	0	386.1	780.95	10.7	0.1	0	-8.78	41.35
96	19.5	3.85	0	0	1.09	0.4072	1.3	0	386.395	781.1	9.15	0.1	0	-8.83	41.35
96	20.5	3.4	0	0	1.09	0.4272	2.2	0	386.725	781.7	7.85	0.09	0	-8.83	41.33
96	21.5	4.25	0	0	1.09	0.4901	1.75	0	387.51	781.75	7.1	0.09	0	-8.93	41.28
